"playerID","rank","points","first","last","dob","country"
104745,1,13030,"Rafael","Nadal",19860603,"ESP"
104925,2,12260,"Novak","Djokovic",19870522,"SRB"
103970,3,5800,"David","Ferrer",19820402,"ESP"
104918,4,5790,"Andy","Murray",19870515,"GBR"
105223,5,5255,"Juan Martin","Del Potro",19880923,"ARG"
103819,6,4205,"Roger","Federer",19810808,"SUI"
104607,7,4180,"Tomas","Berdych",19850917,"CZE"
104527,8,3730,"Stanislas","Wawrinka",19850328,"SUI"
104755,9,3300,"Richard","Gasquet",19860618,"FRA"
104542,10,3065,"Jo Wilfried","Tsonga",19850417,"FRA"
105683,11,2860,"Milos","Raonic",19901227,"CAN"
103163,12,2435,"Tommy","Haas",19780403,"GER"
104597,13,2290,"Nicolas","Almagro",19850821,"ESP"
104545,14,2150,"John","Isner",19850426,"USA"
104022,15,2145,"Mikhail","Youzhny",19820625,"RUS"
104926,16,1930,"Fabio","Fognini",19870524,"ITA"
105453,17,1915,"Kei","Nishikori",19891229,"JPN"
103990,18,1810,"Tommy","Robredo",19820501,"ESP"
104468,19,1790,"Gilles","Simon",19841227,"FRA"
104731,20,1685,"Kevin","Anderson",19860518,"RSA"
105668,21,1615,"Jerzy","Janowicz",19901113,"POL"
104259,22,1525,"Philipp","Kohlschreiber",19831016,"GER"
105777,23,1520,"Grigor","Dimitrov",19910516,"BUL"
105208,24,1393,"Ernests","Gulbis",19880830,"LAT"
104312,25,1360,"Andreas","Seppi",19840221,"ITA"
105332,26,1345,"Benoit","Paire",19890508,"FRA"
103781,27,1315,"Jurgen","Melzer",19810522,"AUT"
103852,28,1310,"Feliciano","Lopez",19810920,"ESP"
104098,29,1244,"Dmitry","Tursunov",19821212,"RUS"
104269,30,1235,"Fernando","Verdasco",19831115,"ESP"
104792,31,1230,"Gael","Monfils",19860901,"FRA"
105577,32,1219,"Vasek","Pospisil",19900623,"CAN"
104471,33,1190,"Ivan","Dodig",19850102,"CRO"
104871,34,1175,"Jeremy","Chardy",19870212,"FRA"
103898,35,1160,"Julien","Benneteau",19811220,"FRA"
104386,36,1130,"Janko","Tipsarevic",19840622,"SRB"
105227,37,1130,"Marin","Cilic",19880928,"CRO"
104719,38,1110,"Marcel","Granollers",19860412,"ESP"
103813,39,1090,"Jarkko","Nieminen",19810723,"FIN"
104252,40,1065,"Florian","Mayer",19831005,"GER"
104122,41,1020,"Carlos","Berlocq",19830203,"ARG"
104338,42,1015,"Juan","Monaco",19840329,"ARG"
104898,43,977,"Robin","Haase",19870406,"NED"
103285,44,970,"Radek","Stepanek",19781127,"CZE"
104797,45,965,"Denis","Istomin",19860907,"UZB"
105023,46,960,"Sam","Querrey",19871007,"USA"
104586,47,956,"Lukas","Rosol",19850724,"CZE"
104665,48,946,"Pablo","Andujar",19860123,"ESP"
105311,49,934,"Joao","Sousa",19890330,"POR"
103917,50,918,"Nicolas","Mahut",19820121,"FRA"
106071,51,910,"Bernard","Tomic",19921021,"AUS"
104273,52,908,"Edouard Roger","Vasselin",19831128,"FRA"
103786,53,890,"Nikolay","Davydenko",19810602,"RUS"
104978,54,836,"Daniel","Brands",19870717,"GER"
105643,55,836,"Federico","Delbonis",19901005,"ARG"
104547,56,835,"Horacio","Zeballos",19850427,"ARG"
105238,57,825,"Alexandr","Dolgopolov",19881107,"UKR"
105138,58,810,"Roberto","Bautista Agut",19880414,"ESP"
105173,59,784,"Adrian","Mannarino",19880629,"FRA"
103720,60,780,"Lleyton","Hewitt",19810224,"AUS"
104594,61,774,"Marinko","Matosevic",19850808,"AUS"
104198,62,768,"Guillermo","Garcia Lopez",19830604,"ESP"
103656,63,766,"Albert","Montanes",19801126,"ESP"
105807,64,739,"Pablo","Carreno Busta",19910712,"ESP"
104229,65,730,"Yen Hsun","Lu",19830814,"TPE"
104308,66,730,"Michal","Przysiezny",19840216,"POL"
105062,67,721,"Mikhail","Kukushkin",19871226,"KAZ"
105051,68,706,"Matthew","Ebden",19871126,"AUS"
105053,69,703,"Santiago","Giraldo",19871127,"COL"
104997,70,697,"Igor","Sijsling",19870818,"NED"
103835,71,694,"Filippo","Volandri",19810905,"ITA"
103997,72,686,"Lukasz","Kubot",19820516,"POL"
104534,73,681,"Dudi","Sela",19850404,"ISR"
104735,74,663,"Tobias","Kamke",19860521,"GER"
104678,75,660,"Viktor","Troicki",19860210,"SRB"
104559,76,651,"Teymuraz","Gabashvili",19850523,"RUS"
104593,77,650,"Daniel","Gimeno Traver",19850807,"ESP"
103333,78,647,"Ivo","Karlovic",19790228,"CRO"
103794,79,637,"Benjamin","Becker",19810616,"GER"
103812,80,636,"Victor","Hanescu",19810721,"ROU"
105041,81,625,"Lukas","Lacko",19871103,"SVK"
104979,82,620,"Andrey","Golubev",19870722,"KAZ"
105077,83,617,"Albert","Ramos",19880117,"ESP"
104932,84,617,"Kenny","De Schepper",19870529,"FRA"
106210,85,616,"Jiri","Vesely",19930710,"CZE"
104714,86,612,"Julian","Reister",19860402,"GER"
104571,87,605,"Marcos","Baghdatis",19850617,"CYP"
104166,88,605,"Alex","Bogomolov Jr",19830423,"RUS"
105065,89,600,"Tim","Smyczek",19871230,"USA"
104500,90,599,"Somdev","Devvarman",19850213,"IND"
105292,91,597,"Alejandro","Gonzalez",19890207,"COL"
103188,92,594,"Michael","Russell",19780501,"USA"
104873,93,586,"Aleksandr","Nedovyesov",19870215,"KAZ"
104919,94,579,"Leonardo","Mayer",19870515,"ARG"
105379,95,573,"Aljaz","Bedene",19890718,"GBR"
105385,96,569,"Donald","Young",19890723,"USA"
105614,97,568,"Bradley","Klahn",19900820,"USA"
104660,98,554,"Sergiy","Stakhovsky",19860106,"UKR"
104268,99,552,"Alejandro","Falla",19831114,"COL"
105992,100,549,"Ryan","Harrison",19920507,"USA"
