"playerID","rank","points","first","last","dob","country"
104259,34,1185,"Philipp","Kohlschreiber",19831016,"GER"
104919,35,1150,"Leonardo","Mayer",19870515,"ARG"
105238,36,1135,"Alexandr","Dolgopolov",19881107,"UKR"
105064,37,1105,"Thomaz","Bellucci",19871230,"BRA"
104180,38,1105,"Gilles","Muller",19830509,"LUX"
105577,39,1075,"Vasek","Pospisil",19900623,"CAN"
104655,40,1065,"Pablo","Cuevas",19860101,"URU"
106210,41,1057,"Jiri","Vesely",19930710,"CZE"
103990,42,1000,"Tommy","Robredo",19820501,"ESP"
105373,43,980,"Martin","Klizan",19890711,"SVK"
106432,44,941,"Borna","Coric",19961114,"CRO"
105379,45,939,"Aljaz","Bedene",19890718,"GBR"
104571,46,933,"Marcos","Baghdatis",19850617,"CYP"
105173,47,930,"Adrian","Mannarino",19880629,"FRA"
105385,48,907,"Donald","Young",19890723,"USA"
104269,49,900,"Fernando","Verdasco",19831115,"ESP"
104559,50,863,"Teymuraz","Gabashvili",19850523,"RUS"
111202,51,817,"Hyeon","Chung",19960519,"KOR"
105643,52,815,"Federico","Delbonis",19901005,"ARG"
104338,53,810,"Juan","Monaco",19840329,"ARG"
105077,54,798,"Albert","Ramos",19880117,"ESP"
104586,55,797,"Lukas","Rosol",19850724,"CZE"
103607,56,797,"Victor","Estrella",19800802,"DOM"
105668,57,795,"Jerzy","Janowicz",19901113,"POL"
104620,58,790,"Simone","Bolelli",19851008,"ITA"
105023,59,785,"Sam","Querrey",19871007,"USA"
105032,60,782,"Samuel","Groth",19871019,"AUS"
104797,61,781,"Denis","Istomin",19860907,"UZB"
104660,62,780,"Sergiy","Stakhovsky",19860106,"UKR"
104890,63,775,"Andreas","Haider Maurer",19870322,"AUT"
104665,64,770,"Pablo","Andujar",19860123,"ESP"
105062,65,762,"Mikhail","Kukushkin",19871226,"KAZ"
104898,66,740,"Robin","Haase",19870406,"NED"
105807,67,734,"Pablo","Carreno Busta",19910712,"ESP"
103893,68,725,"Paolo","Lorenzi",19811215,"ITA"
106045,69,719,"Denis","Kudla",19920817,"USA"
105053,70,716,"Santiago","Giraldo",19871127,"COL"
103917,71,710,"Nicolas","Mahut",19820121,"FRA"
105438,72,703,"Inigo","Cervantes Huegun",19891130,"ESP"
104597,73,694,"Nicolas","Almagro",19850821,"ESP"
105550,74,693,"Guido","Pella",19900517,"ARG"
103926,75,681,"Daniel","Munoz De La Nava",19820129,"ESP"
105583,76,678,"Dusan","Lajovic",19900630,"SRB"
104229,77,674,"Yen Hsun","Lu",19830814,"TPE"
106298,78,672,"Lucas","Pouille",19940223,"FRA"
105723,79,663,"Andrey","Kuznetsov",19910222,"RUS"
106423,80,656,"Thanasi","Kokkinakis",19960410,"AUS"
105208,81,655,"Ernests","Gulbis",19880830,"LAT"
106000,82,649,"Damir","Dzumhur",19920520,"BIH"
100644,83,647,"Alexander","Zverev",19970420,"GER"
104719,84,645,"Marcel","Granollers",19860412,"ESP"
105575,85,641,"Ricardas","Berankis",19900621,"LTU"
104327,86,638,"Steve","Darcis",19840313,"BEL"
104471,87,636,"Ivan","Dodig",19850102,"CRO"
106043,88,624,"Diego Sebastian","Schwartzman",19920816,"ARG"
104330,89,623,"Rajeev","Ram",19840318,"USA"
106065,90,618,"Marco","Cecchinato",19920930,"ITA"
105539,91,615,"Evgeny","Donskoy",19900509,"RUS"
105357,92,611,"John","Millman",19890614,"AUS"
106026,93,610,"Yuki","Bhambri",19920704,"IND"
105011,94,605,"Illya","Marchenko",19870908,"UKR"
103908,95,604,"Paul Henri","Mathieu",19820112,"FRA"
106121,96,603,"Taro","Daniel",19930127,"JPN"
103794,97,591,"Benjamin","Becker",19810616,"GER"
104593,98,590,"Daniel","Gimeno Traver",19850807,"ESP"
105217,99,587,"Thiemo","De Bakker",19880919,"NED"
104534,100,578,"Dudi","Sela",19850404,"ISR"
