"playerID","rank","points","first","last","dob","country"
103908,58,763,"Paul Henri","Mathieu",19820112,"FRA"
104229,59,759,"Yen Hsun","Lu",19830814,"TPE"
104424,60,758,"Go","Soeda",19840905,"JPN"
104548,61,756,"Brian","Baker",19850430,"USA"
103812,62,753,"Victor","Hanescu",19810721,"ROU"
103598,63,746,"Xavier","Malisse",19800719,"BEL"
103893,64,744,"Paolo","Lorenzi",19811215,"ITA"
103794,65,741,"Benjamin","Becker",19810616,"GER"
104122,66,720,"Carlos","Berlocq",19830203,"ARG"
104180,67,719,"Gilles","Muller",19830509,"LUX"
104997,68,712,"Igor","Sijsling",19870818,"NED"
105992,69,710,"Ryan","Harrison",19920507,"USA"
104593,70,704,"Daniel","Gimeno Traver",19850807,"ESP"
104919,71,702,"Leonardo","Mayer",19870515,"ARG"
104471,72,695,"Ivan","Dodig",19850102,"CRO"
104586,73,679,"Lukas","Rosol",19850724,"CZE"
103997,74,675,"Lukasz","Kubot",19820516,"POL"
103451,75,668,"Bjorn","Phau",19791004,"GER"
104198,76,667,"Guillermo","Garcia Lopez",19830604,"ESP"
104792,77,660,"Gael","Monfils",19860901,"FRA"
105723,78,660,"Andrey","Kuznetsov",19910222,"RUS"
105147,79,655,"Tatsuma","Ito",19880518,"JPN"
105138,80,648,"Roberto","Bautista Agut",19880414,"ESP"
105539,81,637,"Evgeny","Donskoy",19900509,"RUS"
103900,82,635,"David","Nalbandian",19820101,"ARG"
103720,83,625,"Lleyton","Hewitt",19810224,"AUS"
104620,84,623,"Simone","Bolelli",19851008,"ITA"
104547,85,615,"Horacio","Zeballos",19850427,"ARG"
105379,86,583,"Aljaz","Bedene",19890718,"GBR"
103188,87,582,"Michael","Russell",19780501,"USA"
103835,88,582,"Filippo","Volandri",19810905,"ITA"
105132,89,579,"Jurgen","Zopp",19880329,"EST"
103694,90,577,"Olivier","Rochus",19810118,"BEL"
103105,91,577,"Ruben","Ramirez Hidalgo",19780106,"ESP"
105558,92,574,"Guillaume","Rufin",19900526,"FRA"
104327,93,571,"Steve","Darcis",19840313,"BEL"
104882,94,569,"Blaz","Kavcic",19870305,"SLO"
104262,95,568,"Flavio","Cipolla",19831020,"ITA"
103656,96,565,"Albert","Montanes",19801126,"ESP"
105550,97,564,"Guido","Pella",19900517,"ARG"
104735,98,563,"Tobias","Kamke",19860521,"GER"
104494,99,557,"Adrian","Ungur",19850125,"ROU"
103333,100,556,"Ivo","Karlovic",19790228,"CRO"
