"tourney_name","surface","tourney_level","match_num","winner_id","winner_name","winner_ioc","winner_age","loser_id","loser_name","loser_ioc","loser_age"
"s-Hertogenbosch","Grass","A",22,104471,"Ivan Dodig","CRO",26.4421629021,104890,"Andreas Haider Maurer","AUT",24.2272416153
"s-Hertogenbosch","Grass","A",23,103823,"Denis Gremelmayr","GER",29.8234086242,103813,"Jarkko Nieminen","FIN",29.8891170431
"s-Hertogenbosch","Grass","A",24,104571,"Marcos Baghdatis","CYP",25.9876796715,104898,"Robin Haase","NED",24.1861738535
"s-Hertogenbosch","Grass","A",25,104098,"Dmitry Tursunov","RUS",28.501026694,105053,"Santiago Giraldo","COL",23.5427789185
"s-Hertogenbosch","Grass","A",26,103598,"Xavier Malisse","BEL",30.8993839836,104166,"Alex Bogomolov Jr","RUS",28.1396303901
"s-Hertogenbosch","Grass","A",27,104471,"Ivan Dodig","CRO",26.4421629021,104559,"Teymuraz Gabashvili","RUS",26.0561259411
"s-Hertogenbosch","Grass","A",28,104571,"Marcos Baghdatis","CYP",25.9876796715,103823,"Denis Gremelmayr","GER",29.8234086242
"s-Hertogenbosch","Grass","A",29,104098,"Dmitry Tursunov","RUS",28.501026694,103598,"Xavier Malisse","BEL",30.8993839836
"s-Hertogenbosch","Grass","A",30,104471,"Ivan Dodig","CRO",26.4421629021,104571,"Marcos Baghdatis","CYP",25.9876796715
"s-Hertogenbosch","Grass","A",31,104098,"Dmitry Tursunov","RUS",28.501026694,104471,"Ivan Dodig","CRO",26.4421629021
"Eastbourne","Grass","A",1,104542,"Jo Wilfried Tsonga","FRA",26.1546885695,104797,"Denis Istomin","UZB",24.7638603696
"Eastbourne","Grass","A",2,103285,"Radek Stepanek","CZE",32.5420944559,104415,"Colin Fleming","GBR",26.8309377139
"Eastbourne","Grass","A",3,105453,"Kei Nishikori","JPN",21.453798768,104975,"Evgeny Kirillov","RUS",23.9151266256
"Eastbourne","Grass","A",4,102783,"Rainer Schuettler","GER",35.1321013005,104660,"Sergiy Stakhovsky","UKR",25.4318959617
"Eastbourne","Grass","A",5,104386,"Janko Tipsarevic","SRB",26.9733059548,104868,"James Ward","GBR",24.3394934976
"Eastbourne","Grass","A",6,105062,"Mikhail Kukushkin","KAZ",23.4633812457,104229,"Yen Hsun Lu","TPE",27.8302532512
"Eastbourne","Grass","A",7,105777,"Grigor Dimitrov","BUL",20.076659822,105554,"Daniel Evans","GBR",21.0568104038
"Eastbourne","Grass","A",8,104731,"Kevin Anderson","RSA",25.0704996578,104692,"Alexander Slabinsky","GBR",25.2703627652
"Eastbourne","Grass","A",9,103857,"Igor Kunitsyn","RUS",29.7002053388,104665,"Pablo Andujar","ESP",25.3853524983
"Eastbourne","Grass","A",10,105011,"Illya Marchenko","UKR",23.7618069815,104523,"Frederico Gil","POR",26.2203969884
"Eastbourne","Grass","A",11,103898,"Julien Benneteau","FRA",29.4784394251,104976,"Ryan Sweeting","USA",23.9151266256
"Eastbourne","Grass","A",12,104500,"Somdev Devvarman","IND",26.3271731691,104198,"Guillermo Garcia Lopez","ESP",28.0246406571
"Eastbourne","Grass","A",13,105385,"Donald Young","USA",21.8891170431,105638,"Daniel Cox","GBR",20.7063655031
"Eastbourne","Grass","A",14,104312,"Andreas Seppi","ITA",27.3073237509,104735,"Tobias Kamke","GER",25.0622861054
"Eastbourne","Grass","A",15,103694,"Olivier Rochus","BEL",30.3983572895,103720,"Lleyton Hewitt","AUS",30.2970568104
"Eastbourne","Grass","A",16,104122,"Carlos Berlocq","ARG",28.3559206023,105238,"Alexandr Dolgopolov","UKR",22.5954825462
"Eastbourne","Grass","A",17,103285,"Radek Stepanek","CZE",32.5420944559,104542,"Jo Wilfried Tsonga","FRA",26.1546885695
"Eastbourne","Grass","A",18,105453,"Kei Nishikori","JPN",21.453798768,102783,"Rainer Schuettler","GER",35.1321013005
"Eastbourne","Grass","A",19,104386,"Janko Tipsarevic","SRB",26.9733059548,105062,"Mikhail Kukushkin","KAZ",23.4633812457
"Eastbourne","Grass","A",20,105777,"Grigor Dimitrov","BUL",20.076659822,104731,"Kevin Anderson","RSA",25.0704996578
"Eastbourne","Grass","A",21,103857,"Igor Kunitsyn","RUS",29.7002053388,105011,"Illya Marchenko","UKR",23.7618069815
"Eastbourne","Grass","A",22,103898,"Julien Benneteau","FRA",29.4784394251,104500,"Somdev Devvarman","IND",26.3271731691
"Eastbourne","Grass","A",23,104312,"Andreas Seppi","ITA",27.3073237509,105385,"Donald Young","USA",21.8891170431
"Eastbourne","Grass","A",24,103694,"Olivier Rochus","BEL",30.3983572895,104122,"Carlos Berlocq","ARG",28.3559206023
"Eastbourne","Grass","A",25,105453,"Kei Nishikori","JPN",21.453798768,103285,"Radek Stepanek","CZE",32.5420944559
"Eastbourne","Grass","A",26,104386,"Janko Tipsarevic","SRB",26.9733059548,105777,"Grigor Dimitrov","BUL",20.076659822
"Eastbourne","Grass","A",27,103857,"Igor Kunitsyn","RUS",29.7002053388,103898,"Julien Benneteau","FRA",29.4784394251
"Eastbourne","Grass","A",28,104312,"Andreas Seppi","ITA",27.3073237509,103694,"Olivier Rochus","BEL",30.3983572895
"Eastbourne","Grass","A",29,104386,"Janko Tipsarevic","SRB",26.9733059548,105453,"Kei Nishikori","JPN",21.453798768
"Eastbourne","Grass","A",30,104312,"Andreas Seppi","ITA",27.3073237509,103857,"Igor Kunitsyn","RUS",29.7002053388
"Eastbourne","Grass","A",31,104312,"Andreas Seppi","ITA",27.3073237509,104386,"Janko Tipsarevic","SRB",26.9733059548
"Bastad","Clay","A",1,103675,"Diego Junqueira","ARG",30.5325119781,104214,"Igor Andreev","RUS",27.9917864476
"Bastad","Clay","A",2,104850,"Jonathan Dasnieres De Veigy","FRA",24.5119780972,103714,"Andreas Vinciguerra","SWE",30.3874058864
"Bastad","Clay","A",3,103808,"Potito Starace","ITA",29.9904175222,104714,"Julian Reister","GER",25.273100616
"Bastad","Clay","A",4,104559,"Teymuraz Gabashvili","RUS",26.1327857632,103676,"Michael Yani","USA",30.5242984257
"Bastad","Clay","A",5,104882,"Blaz Kavcic","SLO",24.3504449008,103898,"Julien Benneteau","FRA",29.5550992471
"Bastad","Clay","A",6,104338,"Juan Monaco","ARG",27.2826830938,104122,"Carlos Berlocq","ARG",28.4325804244
"Bastad","Clay","A",7,103105,"Ruben Ramirez Hidalgo","ESP",33.5085557837,104979,"Andrey Golubev","KAZ",23.9698836413
"Bastad","Clay","A",8,104453,"Michael Ryderstedt","SWE",26.6584531143,104216,"Maximo Gonzalez","ARG",27.9753593429
"Bastad","Clay","A",9,105128,"Guillermo Olaso","ESP",23.2936344969,105099,"Antonio Veic","CRO",23.3921971253
"Bastad","Clay","A",10,103835,"Filippo Volandri","ITA",29.8453114305,103990,"Tommy Robredo","ESP",29.1937029432
"Bastad","Clay","A",11,104890,"Andreas Haider Maurer","AUT",24.3039014374,105062,"Mikhail Kukushkin","KAZ",23.5400410678
"Bastad","Clay","A",12,105137,"Pere Riba","ESP",23.2580424367,105872,"Christian Lindell","SWE",19.6386036961
"Bastad","Clay","A",13,104417,"Robin Soderling","SWE",26.9048596851,103675,"Diego Junqueira","ARG",30.5325119781
"Bastad","Clay","A",14,103808,"Potito Starace","ITA",29.9904175222,104850,"Jonathan Dasnieres De Veigy","FRA",24.5119780972
"Bastad","Clay","A",15,104607,"Tomas Berdych","CZE",25.8124572211,104559,"Teymuraz Gabashvili","RUS",26.1327857632
"Bastad","Clay","A",16,104882,"Blaz Kavcic","SLO",24.3504449008,104338,"Juan Monaco","ARG",27.2826830938
"Bastad","Clay","A",17,104453,"Michael Ryderstedt","SWE",26.6584531143,103105,"Ruben Ramirez Hidalgo","ESP",33.5085557837
"Bastad","Clay","A",18,104597,"Nicolas Almagro","ESP",25.8863791923,105128,"Guillermo Olaso","ESP",23.2936344969
"Bastad","Clay","A",19,104890,"Andreas Haider Maurer","AUT",24.3039014374,103835,"Filippo Volandri","ITA",29.8453114305
"Bastad","Clay","A",20,103970,"David Ferrer","ESP",29.273100616,105137,"Pere Riba","ESP",23.2580424367
"Bastad","Clay","A",21,104417,"Robin Soderling","SWE",26.9048596851,103808,"Potito Starace","ITA",29.9904175222
"Bastad","Clay","A",22,104607,"Tomas Berdych","CZE",25.8124572211,104882,"Blaz Kavcic","SLO",24.3504449008
"Bastad","Clay","A",23,104597,"Nicolas Almagro","ESP",25.8863791923,104453,"Michael Ryderstedt","SWE",26.6584531143
"Bastad","Clay","A",24,103970,"David Ferrer","ESP",29.273100616,104890,"Andreas Haider Maurer","AUT",24.3039014374
"Bastad","Clay","A",25,104417,"Robin Soderling","SWE",26.9048596851,104607,"Tomas Berdych","CZE",25.8124572211
"Bastad","Clay","A",26,103970,"David Ferrer","ESP",29.273100616,104597,"Nicolas Almagro","ESP",25.8863791923
"Bastad","Clay","A",27,104417,"Robin Soderling","SWE",26.9048596851,103970,"David Ferrer","ESP",29.273100616
"US Open","Hard","G",1,104925,"Novak Djokovic","SRB",24.2710472279,103851,"Conor Niland","IRL",29.9411362081
"US Open","Hard","G",2,104122,"Carlos Berlocq","ARG",28.5667351129,105137,"Pere Riba","ESP",23.3921971253
"US Open","Hard","G",3,103808,"Potito Starace","ITA",30.1245722108,103582,"Michael Berrer","GER",31.1594798084
"US Open","Hard","G",4,103786,"Nikolay Davydenko","RUS",30.2395619439,104471,"Ivan Dodig","CRO",26.6529774127
"US Open","Hard","G",5,105238,"Alexandr Dolgopolov","UKR",22.8062970568,104523,"Frederico Gil","POR",26.431211499
"US Open","Hard","G",6,104262,"Flavio Cipolla","ITA",27.8576317591,105453,"Kei Nishikori","JPN",21.6646132786
"US Open","Hard","G",7,103333,"Ivo Karlovic","CRO",32.4982888433,103602,"Fernando Gonzalez","CHI",31.0828199863
"US Open","Hard","G",8,104755,"Richard Gasquet","FRA",25.196440794,104660,"Sergiy Stakhovsky","UKR",25.6427104723
"US Open","Hard","G",9,104607,"Tomas Berdych","CZE",25.9466119097,104579,"Romain Jouan","FRA",26.1190965092
"US Open","Hard","G",10,104926,"Fabio Fognini","ITA",24.2655715264,104547,"Horacio Zeballos","ARG",26.3381245722
"US Open","Hard","G",11,104332,"Philipp Petzschner","GER",27.4305270363,105077,"Albert Ramos","ESP",23.613963039
"US Open","Hard","G",12,104386,"Janko Tipsarevic","SRB",27.1841204654,104227,"Augustin Gensse","FRA",28.052019165
"US Open","Hard","G",13,104719,"Marcel Granollers","ESP",25.3798767967,103598,"Xavier Malisse","BEL",31.1101984942
"US Open","Hard","G",14,105062,"Mikhail Kukushkin","KAZ",23.6741957563,103656,"Albert Montanes","ESP",30.7542778919
"US Open","Hard","G",15,103507,"Juan Carlos Ferrero","ESP",31.5427789185,104665,"Pablo Andujar","ESP",25.5961670089
"US Open","Hard","G",16,104792,"Gael Monfils","FRA",24.9911019849,105777,"Grigor Dimitrov","BUL",20.2874743326
"US Open","Hard","G",17,103819,"Roger Federer","SUI",30.0561259411,105053,"Santiago Giraldo","COL",23.7535934292
"US Open","Hard","G",18,104534,"Dudi Sela","ISR",26.4010951403,105064,"Thomaz Bellucci","BRA",23.6632443532
"US Open","Hard","G",19,106071,"Bernard Tomic","AUS",18.8528405202,103676,"Michael Yani","USA",30.6584531143
"US Open","Hard","G",20,105227,"Marin Cilic","CRO",22.9158110883,105992,"Ryan Harrison","USA",19.3100616016
"US Open","Hard","G",21,103285,"Radek Stepanek","CZE",32.7529089665,104259,"Philipp Kohlschreiber","GER",27.8685831622
"US Open","Hard","G",22,104338,"Juan Monaco","ARG",27.4168377823,104312,"Andreas Seppi","ITA",27.5181382615
"US Open","Hard","G",23,103163,"Tommy Haas","GER",33.4045174538,104850,"Jonathan Dasnieres De Veigy","FRA",24.6461327858
"US Open","Hard","G",24,104268,"Alejandro Falla","COL",27.7891854894,104678,"Viktor Troicki","SRB",25.5468856947
"US Open","Hard","G",25,104542,"Jo Wilfried Tsonga","FRA",26.3655030801,104229,"Yen Hsun Lu","TPE",28.0410677618
"US Open","Hard","G",26,104869,"Sergei Bubka","UKR",24.5475701574,104890,"Andreas Haider Maurer","AUT",24.4380561259
"US Open","Hard","G",27,104947,"Marsel Ilhan","TUR",24.2162902122,104433,"Frank Dancevic","CAN",26.9212867899
"US Open","Hard","G",28,104269,"Fernando Verdasco","ESP",27.7864476386,103813,"Jarkko Nieminen","FIN",30.0999315537
"US Open","Hard","G",29,103566,"Michael Llodra","FRA",31.279945243,103812,"Victor Hanescu","ROU",30.1054072553
"US Open","Hard","G",30,104731,"Kevin Anderson","RSA",25.2813141684,104424,"Go Soeda","JPN",26.9787816564
"US Open","Hard","G",31,104291,"Malek Jaziri","TUN",27.6057494867,105217,"Thiemo De Bakker","NED",22.9404517454
"US Open","Hard","G",32,103888,"Mardy Fish","USA",29.7193702943,104735,"Tobias Kamke","GER",25.273100616
"US Open","Hard","G",33,104297,"Rogerio Dutra Silva","BRA",27.5674195756,104476,"Louk Sorensen","IRL",26.6392881588
"US Open","Hard","G",34,104166,"Alex Bogomolov Jr","RUS",28.3504449008,105449,"Steve Johnson","USA",21.6783025325
"US Open","Hard","G",35,104068,"Robby Ginepri","USA",28.8925393566,105154,"Joao Souza","BRA",23.2553045859
"US Open","Hard","G",36,104545,"John Isner","USA",26.340862423,104571,"Marcos Baghdatis","CYP",26.1984941821
"US Open","Hard","G",37,105223,"Juan Martin Del Potro","ARG",22.9295003422,103835,"Filippo Volandri","ITA",29.9794661191
"US Open","Hard","G",38,103675,"Diego Junqueira","ARG",30.6666666667,103971,"Karol Beck","SVK",29.4045174538
"US Open","Hard","G",39,104198,"Guillermo Garcia Lopez","ESP",28.2354551677,104593,"Daniel Gimeno Traver","ESP",26.0588637919
"US Open","Hard","G",40,104468,"Gilles Simon","FRA",26.6694045175,103672,"Ricardo Mello","BRA",30.6858316222
"US Open","Hard","G",41,104527,"Stanislas Wawrinka","SUI",26.4202600958,104216,"Maximo Gonzalez","ARG",28.1095140315
"US Open","Hard","G",42,105385,"Donald Young","USA",22.0999315537,105041,"Lukas Lacko","SVK",23.819301848
"US Open","Hard","G",43,104327,"Steve Darcis","BEL",27.4606433949,104098,"Dmitry Tursunov","RUS",28.7118412047
"US Open","Hard","G",44,103428,"Juan Ignacio Chela","ARG",31.9972621492,104594,"Marinko Matosevic","AUS",26.0561259411
"US Open","Hard","G",45,103852,"Feliciano Lopez","ESP",29.9383983573,105147,"Tatsuma Ito","JPN",23.279945243
"US Open","Hard","G",46,105577,"Vasek Pospisil","CAN",21.18275154,104586,"Lukas Rosol","CZE",26.0971937029
"US Open","Hard","G",47,104898,"Robin Haase","NED",24.3969883641,104349,"Rui Machado","POR",27.3839835729
"US Open","Hard","G",48,104918,"Andy Murray","GBR",24.2902121834,104500,"Somdev Devvarman","IND",26.5379876797
"US Open","Hard","G",49,103970,"David Ferrer","ESP",29.4072553046,104214,"Igor Andreev","RUS",28.1259411362
"US Open","Hard","G",50,103484,"James Blake","USA",31.6687200548,104619,"Jesse Huta Galung","NED",25.8945927447
"US Open","Hard","G",51,103444,"Jean Rene Lisnard","MON",31.9260780287,103694,"Olivier Rochus","BEL",30.6091718001
"US Open","Hard","G",52,104252,"Florian Mayer","GER",27.8986995209,105173,"Adrian Mannarino","FRA",23.1649555099
"US Open","Hard","G",53,104053,"Andy Roddick","USA",28.9965776865,103188,"Michael Russell","USA",33.3278576318
"US Open","Hard","G",54,106058,"Jack Sock","USA",18.9267624914,102967,"Marc Gicquel","FRA",34.4147843943
"US Open","Hard","G",55,104797,"Denis Istomin","UZB",24.9746748802,104976,"Ryan Sweeting","USA",24.1259411362
"US Open","Hard","G",56,103898,"Julien Benneteau","FRA",29.6892539357,104597,"Nicolas Almagro","ESP",26.0205338809
"US Open","Hard","G",57,105208,"Ernests Gulbis","LAT",22.9952087611,104022,"Mikhail Youzhny","RUS",29.1772758385
"US Open","Hard","G",58,104180,"Gilles Muller","LUX",28.3066392882,104273,"Edouard Roger Vasselin","FRA",27.7508555784
"US Open","Hard","G",59,103857,"Igor Kunitsyn","RUS",29.9110198494,104897,"Matthias Bachinger","GER",24.4079397673
"US Open","Hard","G",60,103781,"Jurgen Melzer","AUT",30.2696783025,103799,"Eric Prodon","FRA",30.1711156742
"US Open","Hard","G",61,103344,"Ivan Ljubicic","CRO",32.4462696783,104882,"Blaz Kavcic","SLO",24.4845995893
"US Open","Hard","G",62,103900,"David Nalbandian","ARG",29.6563997262,104035,"Bobby Reynolds","USA",29.1170431211
"US Open","Hard","G",63,103917,"Nicolas Mahut","FRA",29.6016427105,104857,"Robert Farah","COL",24.605065024
"US Open","Hard","G",64,104745,"Rafael Nadal","ESP",25.2375085558,104979,"Andrey Golubev","KAZ",24.1040383299
"US Open","Hard","G",65,104925,"Novak Djokovic","SRB",24.2710472279,104122,"Carlos Berlocq","ARG",28.5667351129
"US Open","Hard","G",66,103786,"Nikolay Davydenko","RUS",30.2395619439,103808,"Potito Starace","ITA",30.1245722108
"US Open","Hard","G",67,105238,"Alexandr Dolgopolov","UKR",22.8062970568,104262,"Flavio Cipolla","ITA",27.8576317591
"US Open","Hard","G",68,103333,"Ivo Karlovic","CRO",32.4982888433,104755,"Richard Gasquet","FRA",25.196440794
"US Open","Hard","G",69,104607,"Tomas Berdych","CZE",25.9466119097,104926,"Fabio Fognini","ITA",24.2655715264
"US Open","Hard","G",70,104386,"Janko Tipsarevic","SRB",27.1841204654,104332,"Philipp Petzschner","GER",27.4305270363
"US Open","Hard","G",71,104719,"Marcel Granollers","ESP",25.3798767967,105062,"Mikhail Kukushkin","KAZ",23.6741957563
"US Open","Hard","G",72,103507,"Juan Carlos Ferrero","ESP",31.5427789185,104792,"Gael Monfils","FRA",24.9911019849
"US Open","Hard","G",73,103819,"Roger Federer","SUI",30.0561259411,104534,"Dudi Sela","ISR",26.4010951403
"US Open","Hard","G",74,105227,"Marin Cilic","CRO",22.9158110883,106071,"Bernard Tomic","AUS",18.8528405202
"US Open","Hard","G",75,104338,"Juan Monaco","ARG",27.4168377823,103285,"Radek Stepanek","CZE",32.7529089665
"US Open","Hard","G",76,103163,"Tommy Haas","GER",33.4045174538,104268,"Alejandro Falla","COL",27.7891854894
"US Open","Hard","G",77,104542,"Jo Wilfried Tsonga","FRA",26.3655030801,104869,"Sergei Bubka","UKR",24.5475701574
"US Open","Hard","G",78,104269,"Fernando Verdasco","ESP",27.7864476386,104947,"Marsel Ilhan","TUR",24.2162902122
"US Open","Hard","G",79,104731,"Kevin Anderson","RSA",25.2813141684,103566,"Michael Llodra","FRA",31.279945243
"US Open","Hard","G",80,103888,"Mardy Fish","USA",29.7193702943,104291,"Malek Jaziri","TUN",27.6057494867
"US Open","Hard","G",81,104166,"Alex Bogomolov Jr","RUS",28.3504449008,104297,"Rogerio Dutra Silva","BRA",27.5674195756
"US Open","Hard","G",82,104545,"John Isner","USA",26.340862423,104068,"Robby Ginepri","USA",28.8925393566
"US Open","Hard","G",83,105223,"Juan Martin Del Potro","ARG",22.9295003422,103675,"Diego Junqueira","ARG",30.6666666667
"US Open","Hard","G",84,104468,"Gilles Simon","FRA",26.6694045175,104198,"Guillermo Garcia Lopez","ESP",28.2354551677
"US Open","Hard","G",85,105385,"Donald Young","USA",22.0999315537,104527,"Stanislas Wawrinka","SUI",26.4202600958
"US Open","Hard","G",86,103428,"Juan Ignacio Chela","ARG",31.9972621492,104327,"Steve Darcis","BEL",27.4606433949
"US Open","Hard","G",87,103852,"Feliciano Lopez","ESP",29.9383983573,105577,"Vasek Pospisil","CAN",21.18275154
"US Open","Hard","G",88,104918,"Andy Murray","GBR",24.2902121834,104898,"Robin Haase","NED",24.3969883641
"US Open","Hard","G",89,103970,"David Ferrer","ESP",29.4072553046,103484,"James Blake","USA",31.6687200548
"US Open","Hard","G",90,104252,"Florian Mayer","GER",27.8986995209,103444,"Jean Rene Lisnard","MON",31.9260780287
"US Open","Hard","G",91,104053,"Andy Roddick","USA",28.9965776865,106058,"Jack Sock","USA",18.9267624914
"US Open","Hard","G",92,103898,"Julien Benneteau","FRA",29.6892539357,104797,"Denis Istomin","UZB",24.9746748802
"US Open","Hard","G",93,104180,"Gilles Muller","LUX",28.3066392882,105208,"Ernests Gulbis","LAT",22.9952087611
"US Open","Hard","G",94,103857,"Igor Kunitsyn","RUS",29.9110198494,103781,"Jurgen Melzer","AUT",30.2696783025
"US Open","Hard","G",95,103900,"David Nalbandian","ARG",29.6563997262,103344,"Ivan Ljubicic","CRO",32.4462696783
"US Open","Hard","G",96,104745,"Rafael Nadal","ESP",25.2375085558,103917,"Nicolas Mahut","FRA",29.6016427105
"US Open","Hard","G",97,104925,"Novak Djokovic","SRB",24.2710472279,103786,"Nikolay Davydenko","RUS",30.2395619439
"US Open","Hard","G",98,105238,"Alexandr Dolgopolov","UKR",22.8062970568,103333,"Ivo Karlovic","CRO",32.4982888433
"US Open","Hard","G",99,104386,"Janko Tipsarevic","SRB",27.1841204654,104607,"Tomas Berdych","CZE",25.9466119097
"US Open","Hard","G",100,103507,"Juan Carlos Ferrero","ESP",31.5427789185,104719,"Marcel Granollers","ESP",25.3798767967
"US Open","Hard","G",101,103819,"Roger Federer","SUI",30.0561259411,105227,"Marin Cilic","CRO",22.9158110883
"US Open","Hard","G",102,104338,"Juan Monaco","ARG",27.4168377823,103163,"Tommy Haas","GER",33.4045174538
"US Open","Hard","G",103,104542,"Jo Wilfried Tsonga","FRA",26.3655030801,104269,"Fernando Verdasco","ESP",27.7864476386
"US Open","Hard","G",104,103888,"Mardy Fish","USA",29.7193702943,104731,"Kevin Anderson","RSA",25.2813141684
"US Open","Hard","G",105,104545,"John Isner","USA",26.340862423,104166,"Alex Bogomolov Jr","RUS",28.3504449008
"US Open","Hard","G",106,104468,"Gilles Simon","FRA",26.6694045175,105223,"Juan Martin Del Potro","ARG",22.9295003422
"US Open","Hard","G",107,105385,"Donald Young","USA",22.0999315537,103428,"Juan Ignacio Chela","ARG",31.9972621492
"US Open","Hard","G",108,104918,"Andy Murray","GBR",24.2902121834,103852,"Feliciano Lopez","ESP",29.9383983573
"US Open","Hard","G",109,103970,"David Ferrer","ESP",29.4072553046,104252,"Florian Mayer","GER",27.8986995209
"US Open","Hard","G",110,104053,"Andy Roddick","USA",28.9965776865,103898,"Julien Benneteau","FRA",29.6892539357
"US Open","Hard","G",111,104180,"Gilles Muller","LUX",28.3066392882,103857,"Igor Kunitsyn","RUS",29.9110198494
"US Open","Hard","G",112,104745,"Rafael Nadal","ESP",25.2375085558,103900,"David Nalbandian","ARG",29.6563997262
"US Open","Hard","G",113,104925,"Novak Djokovic","SRB",24.2710472279,105238,"Alexandr Dolgopolov","UKR",22.8062970568
"US Open","Hard","G",114,104386,"Janko Tipsarevic","SRB",27.1841204654,103507,"Juan Carlos Ferrero","ESP",31.5427789185
"US Open","Hard","G",115,103819,"Roger Federer","SUI",30.0561259411,104338,"Juan Monaco","ARG",27.4168377823
"US Open","Hard","G",116,104542,"Jo Wilfried Tsonga","FRA",26.3655030801,103888,"Mardy Fish","USA",29.7193702943
"US Open","Hard","G",117,104545,"John Isner","USA",26.340862423,104468,"Gilles Simon","FRA",26.6694045175
"US Open","Hard","G",118,104918,"Andy Murray","GBR",24.2902121834,105385,"Donald Young","USA",22.0999315537
"US Open","Hard","G",119,104053,"Andy Roddick","USA",28.9965776865,103970,"David Ferrer","ESP",29.4072553046
"US Open","Hard","G",120,104745,"Rafael Nadal","ESP",25.2375085558,104180,"Gilles Muller","LUX",28.3066392882
"US Open","Hard","G",121,104925,"Novak Djokovic","SRB",24.2710472279,104386,"Janko Tipsarevic","SRB",27.1841204654
"US Open","Hard","G",122,103819,"Roger Federer","SUI",30.0561259411,104542,"Jo Wilfried Tsonga","FRA",26.3655030801
"US Open","Hard","G",123,104918,"Andy Murray","GBR",24.2902121834,104545,"John Isner","USA",26.340862423
"US Open","Hard","G",124,104745,"Rafael Nadal","ESP",25.2375085558,104053,"Andy Roddick","USA",28.9965776865
"US Open","Hard","G",125,104925,"Novak Djokovic","SRB",24.2710472279,103819,"Roger Federer","SUI",30.0561259411
"US Open","Hard","G",126,104745,"Rafael Nadal","ESP",25.2375085558,104918,"Andy Murray","GBR",24.2902121834
"US Open","Hard","G",127,104925,"Novak Djokovic","SRB",24.2710472279,104745,"Rafael Nadal","ESP",25.2375085558
"Gstaad","Clay","A",1,103813,"Jarkko Nieminen","FIN",30.0041067762,103812,"Victor Hanescu","ROU",30.0095824778
"Gstaad","Clay","A",2,104593,"Daniel Gimeno Traver","ESP",25.9630390144,104327,"Steve Darcis","BEL",27.3648186174
"Gstaad","Clay","A",3,103852,"Feliciano Lopez","ESP",29.8425735797,103967,"Michael Lammer","SUI",29.3333333333
